full_text,clean,lowercase,normalisasi,stopword,tokenizes,stemming
Uji coba landasan pacu Bandara Ibu Kota Negara IKN Nusantara dilakukan Kementerian Perhubungan pada Minggu 25 Agustus 2024. Uji coba lepas landas dan pendaratan yang dilakukan menggunakan Pesawat Kalibrasi jenis King Air Tipe 200 PK CAO. Uji coba itu berjalan mulus dan lancar. https://t.co/ttLIEXvrL0,Uji coba landasan pacu Bandara Ibu Kota Negara IKN Nusantara dilakukan Kementerian Perhubungan pada Minggu 25 Agustus 2024 Uji coba lepas landas dan pendaratan yang dilakukan menggunakan Pesawat Kalibrasi jenis King Air Tipe 200 PK CAO Uji coba itu berjalan mulus dan lancar,uji coba landasan pacu bandara ibu kota negara ikn nusantara dilakukan kementerian perhubungan pada minggu 25 agustus 2024 uji coba lepas landas dan pendaratan yang dilakukan menggunakan pesawat kalibrasi jenis king air tipe 200 pk cao uji coba itu berjalan mulus dan lancar,uji coba landasan pacu bandara ibu kota nusantara ikn nusantara dilakukan kementerian perhubungan pada minggu 25 agustus 2024 uji coba lepas landas dan pendaratan yang dilakukan menggunakan pesawat kalibrasi jenis king air tipe 200 pk cao uji coba itu berjalan muandas dan lancar,uji coba landasan pacu bandara ibu kota nusantara ikn nusantara dilakukan kementerian perhubungan minggu 25 agustus 2024 uji coba lepas landas pendaratan dilakukan menggunakan pesawat kalibrasi jenis king air tipe 200 pk cao uji coba berjalan muandas lancar,"['uji', 'coba', 'landasan', 'pacu', 'bandara', 'ibu', 'kota', 'nusantara', 'ikn', 'nusantara', 'dilakukan', 'kementerian', 'perhubungan', 'minggu', '25', 'agustus', '2024', 'uji', 'coba', 'lepas', 'landas', 'pendaratan', 'dilakukan', 'menggunakan', 'pesawat', 'kalibrasi', 'jenis', 'king', 'air', 'tipe', '200', 'pk', 'cao', 'uji', 'coba', 'berjalan', 'muandas', 'lancar']",uji coba landas pacu bandara ibu kota nusantara ikn nusantara laku menteri hubung minggu 25 agustus 2024 uji coba lepas landas darat laku guna pesawat kalibrasi jenis king air tipe 200 pk cao uji coba jalan muandas lancar
Ibu Kota Nusantara berkelanjutan dan ramah lingkungan #IbuKotaNegaraNusantara #IKN #IKNNusantara #IndonesiaEmas2045 #SmartCity #KotaModern #IndonesiaMaju #SmartDefenseSystem https://t.co/Iou2g54BD6,Ibu Kota Nusantara berkelanjutan dan ramah lingkungan,ibu kota nusantara berkelanjutan dan ramah lingkungan,ibu kota nusantara berkelanjutan dan ramah lingkungan,ibu kota nusantara berkelanjutan ramah lingkungan,"['ibu', 'kota', 'nusantara', 'berkelanjutan', 'ramah', 'lingkungan']",ibu kota nusantara lanjut ramah lingkung
Pindah dari jakarta menghindari banjir... Eh tau²nya di IKN kalimantan juga terkena banjir. Detik² Banjir Dahsyat sapu kota penyangga IKN Kalimantan Timur. https://t.co/dMLhKoHmJd,Pindah dari jakarta menghindari banjir Eh taunya di IKN kalimantan juga terkena banjir Detik Banjir Dahsyat sapu kota penyangga IKN Kalimantan Timur,pindah dari jakarta menghindari banjir eh taunya di ikn kalimantan juga terkena banjir detik banjir dahsyat sapu kota penyangga ikn kalimantan timur,pindah dari jakarta menghindari banjir eh taunya di ikn kalimantan juga terkena banjir detik banjir dahsyat sapu kota penyangga ikn kalimantan timur,pindah jakarta menghindari banjir eh taunya ikn kalimantan terkena banjir detik banjir dahsyat sapu kota penyangga ikn kalimantan timur,"['pindah', 'jakarta', 'menghindari', 'banjir', 'eh', 'taunya', 'ikn', 'kalimantan', 'terkena', 'banjir', 'detik', 'banjir', 'dahsyat', 'sapu', 'kota', 'penyangga', 'ikn', 'kalimantan', 'timur']",pindah jakarta hindar banjir eh tau ikn kalimantan kena banjir detik banjir dahsyat sapu kota sangga ikn kalimantan timur
Pertama kali berkunjung ke IKN rasanya luar biasa. Udara sejuk pemandangannya indah dan bangunan yang berkonsep forest city menambah kerennya kota ini. #IKN #IbuKotaNusantara https://t.co/TpvBYAOmQ2,Pertama kali berkunjung ke IKN rasanya luar biasa Udara sejuk pemandangannya indah dan bangunan yang berkonsep forest city menambah kerennya kota ini,pertama kali berkunjung ke ikn rasanya luar biasa udara sejuk pemandangannya indah dan bangunan yang berkonsep forest city menambah kerennya kota ini,pertama kali berkunjung ke ikn rasanya andaar biasa udara sejuk pemandangannya indah dan bangunanan yang berkonsep forest city menambah kerennya kota ini,pertama kali berkunjung ikn rasanya andaar biasa udara sejuk pemandangannya indah bangunanan berkonsep forest city menambah kerennya kota,"['pertama', 'kali', 'berkunjung', 'ikn', 'rasanya', 'andaar', 'biasa', 'udara', 'sejuk', 'pemandangannya', 'indah', 'bangunanan', 'berkonsep', 'forest', 'city', 'menambah', 'kerennya', 'kota']",pertama kali kunjung ikn rasa andaar biasa udara sejuk pandang indah bangunanan konsep forest city tambah keren kota
Yg punya jiwa patriotisme justru bangga dg Istana di Jakarta dan Bogor krn lambang berhasil mengusir penjajah. IKN sebaliknya mengusir rakyat sendiri dibangun dari utang dan menyerahkan tanah IKN ke Asing selama 190 tahun.,Yg punya jiwa patriotisme justru bangga dg Istana di Jakarta dan Bogor krn lambang berhasil mengusir penjajah IKN sebaliknya mengusir rakyat sendiri dibangun dari utang dan menyerahkan tanah IKN ke Asing selama 190 tahun,yg punya jiwa patriotisme justru bangga dg istana di jakarta dan bogor krn lambang berhasil mengusir penjajah ikn sebaliknya mengusir rakyat sendiri dibangun dari utang dan menyerahkan tanah ikn ke asing selama 190 tahun,yang punya jiwa patriotisme justru bangga dg istana di jakarta dan bogor karena lambang berhasil mengusir penjajah ikn sebaliknya mengusir rakyat sesendiri dibangunan dari utang dan menyerahkan tanah ikn ke asing selama 190 tahun,punya jiwa patriotisme justru bangga dg istana jakarta bogor lambang berhasil mengusir penjajah ikn sebaliknya mengusir rakyat sesendiri dibangunan utang menyerahkan tanah ikn asing selama 190 tahun,"['punya', 'jiwa', 'patriotisme', 'justru', 'bangga', 'dg', 'istana', 'jakarta', 'bogor', 'lambang', 'berhasil', 'mengusir', 'penjajah', 'ikn', 'sebaliknya', 'mengusir', 'rakyat', 'sesendiri', 'dibangunan', 'utang', 'menyerahkan', 'tanah', 'ikn', 'asing', 'selama', '190', 'tahun']",punya jiwa patriotisme justru bangga dg istana jakarta bogor lambang hasil usir jajah ikn balik usir rakyat sendiri bangun utang serah tanah ikn asing lama 190 tahun
Kemerdekaan yang kita nikmati hari ini tak lepas dari jasa para pahlawan. Dalam Apel Kehormatan dan Renungan Suci di IKN kami memberikan penghormatan setinggi-tingginya atas pengorbanan tulus dan suci mereka demi nusa dan bangsa. Doa syukur dan penghormatan kami persembahkan https://t.co/MwYpo5WF8i,Kemerdekaan yang kita nikmati hari ini tak lepas dari jasa para pahlawan Dalam Apel Kehormatan dan Renungan Suci di IKN kami memberikan penghormatan setinggitingginya atas pengorbanan tulus dan suci mereka demi nusa dan bangsa Doa syukur dan penghormatan kami persembahkan,kemerdekaan yang kita nikmati hari ini tak lepas dari jasa para pahlawan dalam apel kehormatan dan renungan suci di ikn kami memberikan penghormatan setinggitingginya atas pengorbanan tulus dan suci mereka demi nusa dan bangsa doa syukur dan penghormatan kami persembahkan,kemerdekaan yang kita nikmati hari ini tak lepas dari jasa para pahlawan dalam apel kehormatan dan renungan suci di ikn kami memberikan penghormatan setinggitingginya atas pengorbanan tuandas dan suci mereka demi nusa dan bangsa doa syukur dan penghormatan kami persembahkan,kemerdekaan kita nikmati hari tak lepas jasa pahlawan apel kehormatan renungan suci ikn memberikan penghormatan setinggitingginya atas pengorbanan tuandas suci demi nusa bangsa doa syukur penghormatan persembahkan,"['kemerdekaan', 'kita', 'nikmati', 'hari', 'tak', 'lepas', 'jasa', 'pahlawan', 'apel', 'kehormatan', 'renungan', 'suci', 'ikn', 'memberikan', 'penghormatan', 'setinggitingginya', 'atas', 'pengorbanan', 'tuandas', 'suci', 'demi', 'nusa', 'bangsa', 'doa', 'syukur', 'penghormatan', 'persembahkan']",merdeka kita nikmat hari tak lepas jasa pahlawan apel hormat renung suci ikn beri hormat setinggitingginya atas korban tuandas suci demi nusa bangsa doa syukur hormat sembah
Proses Pembangunan Bandara Ibu Kota Nusantara (IKN) terus dikebut. Hal ini dilakukan demi kelancaran perpindahan sekaligus rencana Presiden Joko Widodo (Jokowi) berkantor di proyek senilai Rp 466 triliun tersebut. Yanti INI BENERAN Peluk Aulia Anies Ritsuki #PanggilanDarurat https://t.co/x3LMsaEZXl,Proses Pembangunan Bandara Ibu Kota Nusantara IKN terus dikebut Hal ini dilakukan demi kelancaran perpindahan sekaligus rencana Presiden Joko Widodo Jokowi berkantor di proyek senilai Rp 466 triliun tersebut Yanti INI BENERAN Peluk Aulia Anies Ritsuki,proses pembangunan bandara ibu kota nusantara ikn terus dikebut hal ini dilakukan demi kelancaran perpindahan sekaligus rencana presiden joko widodo jokowi berkantor di proyek senilai rp 466 triliun tersebut yanti ini beneran peluk aulia anies ritsuki,proses pembangunanan bandara ibu kota nusantara ikn terus dikebut hal ini dilakukan demi kelancaran perpindahan sekaligus rencana presiden joko widodo jokowi berkantor di proyek senilai rp 466 triliun tersebut yanti ini beneran peandak aulia anies ritsuki,proses pembangunanan bandara ibu kota nusantara ikn terus dikebut dilakukan kelancaran perpindahan sekaligus rencana presiden joko widodo jokowi berkantor proyek senilai rp 466 triliun tersebut yanti ini beneran peandak aulia anies ritsuki,"['proses', 'pembangunanan', 'bandara', 'ibu', 'kota', 'nusantara', 'ikn', 'terus', 'dikebut', 'dilakukan', 'kelancaran', 'perpindahan', 'sekaligus', 'rencana', 'presiden', 'joko', 'widodo', 'jokowi', 'berkantor', 'proyek', 'senilai', 'rp', '466', 'triliun', 'tersebut', 'yanti', 'ini', 'beneran', 'peandak', 'aulia', 'anies', 'ritsuki']",proses pembangunanan bandara ibu kota nusantara ikn terus kebut laku lancar pindah sekaligus rencana presiden joko widodo jokowi kantor proyek nila rp 466 triliun sebut yanti ini beneran peandak aulia anies ritsuki
Saya mengapresiasi desain Swiss-Belhotel Nusantara yang selaras dengan visi IKN sebagai forest city. Hotel ini akan memiliki 197 kamar dan dijadwalkan selesai dalam 15 bulan. Swiss-Belhotel Nusantara akan menjadi salah satu ikon penginapan di IKN yang mendukung konsep https://t.co/u7J7UPKI6f,Saya mengapresiasi desain SwissBelhotel Nusantara yang selaras dengan visi IKN sebagai forest city Hotel ini akan memiliki 197 kamar dan dijadwalkan selesai dalam 15 bulan SwissBelhotel Nusantara akan menjadi salah satu ikon penginapan di IKN yang mendukung konsep,saya mengapresiasi desain swissbelhotel nusantara yang selaras dengan visi ikn sebagai forest city hotel ini akan memiliki 197 kamar dan dijadwalkan selesai dalam 15 bulan swissbelhotel nusantara akan menjadi salah satu ikon penginapan di ikn yang mendukung konsep,saya mengapresiasi desain sendiriissbelhotel nusantara yang selaras dengan visi ikn sebagai forest city hotel ini akan memiliki 197 kamar dan dijadwalkan selesai dalam 15 bulan sendiriissbelhotel nusantara akan menjadi salah satu ikon penginapan di ikn yang mendukung konsep,mengapresiasi desain sendiriissbelhotel nusantara selaras visi ikn forest city hotel memiliki 197 kamar dijadwalkan selesai 15 bulan sendiriissbelhotel nusantara akan menjadi salah satu ikon penginapan ikn mendukung konsep,"['mengapresiasi', 'desain', 'sendiriissbelhotel', 'nusantara', 'selaras', 'visi', 'ikn', 'forest', 'city', 'hotel', 'memiliki', '197', 'kamar', 'dijadwalkan', 'selesai', '15', 'bulan', 'sendiriissbelhotel', 'nusantara', 'akan', 'menjadi', 'salah', 'satu', 'ikon', 'penginapan', 'ikn', 'mendukung', 'konsep']",apresiasi desain sendiriissbelhotel nusantara selaras visi ikn forest city hotel milik 197 kamar jadwal selesai 15 bulan sendiriissbelhotel nusantara akan jadi salah satu ikon inap ikn dukung konsep
Hari ini saya meletakkan batu pertama untuk pembangunan Bank Central Asia (BCA) IKN. Investasi ini menunjukkan kepercayaan BCA bahwa IKN merupakan investasi yang potensial. Saya mengajak investor dalam negeri lain untuk turut serta membangun IKN. Pemerintah berkomitmen https://t.co/rZRWoUoQz3,Hari ini saya meletakkan batu pertama untuk pembangunan Bank Central Asia BCA IKN Investasi ini menunjukkan kepercayaan BCA bahwa IKN merupakan investasi yang potensial Saya mengajak investor dalam negeri lain untuk turut serta membangun IKN Pemerintah berkomitmen,hari ini saya meletakkan batu pertama untuk pembangunan bank central asia bca ikn investasi ini menunjukkan kepercayaan bca bahwa ikn merupakan investasi yang potensial saya mengajak investor dalam negeri lain untuk turut serta membangun ikn pemerintah berkomitmen,hari ini saya meletakkan batu pertama untuk pembangunanan bank central asia bacaa ikn investasi ini menunjukkan kepercayaan bacaa bahwa ikn merupakan investasi yang potensial saya mengajak investor dalam negeri lain untuk turut serta membangunan ikn pemerintah berkomitmen,hari meletakkan batu pertama pembangunanan bank central asia bacaa ikn investasi menunjukkan kepercayaan bacaa ikn merupakan investasi potensial saya mengajak investor negeri untuk turut membangunan ikn pemerintah berkomitmen,"['hari', 'meletakkan', 'batu', 'pertama', 'pembangunanan', 'bank', 'central', 'asia', 'bacaa', 'ikn', 'investasi', 'menunjukkan', 'kepercayaan', 'bacaa', 'ikn', 'merupakan', 'investasi', 'potensial', 'saya', 'mengajak', 'investor', 'negeri', 'untuk', 'turut', 'membangunan', 'ikn', 'pemerintah', 'berkomitmen']",hari letak batu pertama pembangunanan bank central asia bacaa ikn investasi tunjuk percaya bacaa ikn rupa investasi potensial saya ajak investor negeri untuk turut bangun ikn perintah komitmen
Inilah lapangan upacara Ibu Kota Negara (IKN) yang terletak di Penajam Paser Utara Kalimantan Timur. Tahun 2024 ini menjadi pertama kalinya menjadi saksi perayaan HUT Kemerdekaan Republik Indonesia yang ke-79. #HUT79RI #17agustus #merdeka #IKN #IbuKotaNusantara #daaitv https://t.co/IHqKR4ld32,Inilah lapangan upacara Ibu Kota Negara IKN yang terletak di Penajam Paser Utara Kalimantan Timur Tahun 2024 ini menjadi pertama kalinya menjadi saksi perayaan HUT Kemerdekaan Republik Indonesia yang ke79,inilah lapangan upacara ibu kota negara ikn yang terletak di penajam paser utara kalimantan timur tahun 2024 ini menjadi pertama kalinya menjadi saksi perayaan hut kemerdekaan republik indonesia yang ke79,inilah lapangan upacara ibu kota nusantara ikn yang terletak di penajam paser utara kalimantan timur tahun 2024 ini menjadi pertama kalinya menjadi saksi perayaan hari ulang tahun kemerdekaan republik indonesia yang ke79,inilah lapangan upacara ibu kota nusantara ikn terletak penajam paser utara kalimantan timur tahun 2024 menjadi pertama kalinya menjadi saksi perayaan hari ulang tahun kemerdekaan republik indonesia ke79,"['inilah', 'lapangan', 'upacara', 'ibu', 'kota', 'nusantara', 'ikn', 'terletak', 'penajam', 'paser', 'utara', 'kalimantan', 'timur', 'tahun', '2024', 'menjadi', 'pertama', 'kalinya', 'menjadi', 'saksi', 'perayaan', 'hari', 'ulang', 'tahun', 'kemerdekaan', 'republik', 'indonesia', 'ke79']",ini lapang upacara ibu kota nusantara ikn letak najam paser utara kalimantan timur tahun 2024 jadi pertama kali jadi saksi raya hari ulang tahun merdeka republik indonesia ke79
Pagi ini saya bersama sejumlah menteri mengunjungi embung di IKN untuk menikmati udara pagi yang bersih. Indeks kualitas udara di IKN berada di angka 6 dari 50 menunjukkan kualitas udara yang sangat baik. Kami juga mengunjungi area Sumbu Kebangsaan simbol persatuan dan https://t.co/tiFLhbjwuR,Pagi ini saya bersama sejumlah menteri mengunjungi embung di IKN untuk menikmati udara pagi yang bersih Indeks kualitas udara di IKN berada di angka 6 dari 50 menunjukkan kualitas udara yang sangat baik Kami juga mengunjungi area Sumbu Kebangsaan simbol persatuan dan,pagi ini saya bersama sejumlah menteri mengunjungi embung di ikn untuk menikmati udara pagi yang bersih indeks kualitas udara di ikn berada di angka 6 dari 50 menunjukkan kualitas udara yang sangat baik kami juga mengunjungi area sumbu kebangsaan simbol persatuan dan,pagi ini saya bersama sejumlah menteri mengunjungi embung di ikn untuk menikmati udara pagi yang bersih indeks kualitas udara di ikn berada di angka 6 dari 50 menunjukkan kualitas udara yang sangat baik kami juga mengunjungi area sumbu kebangsaan simbol persatuan dan,pagi saya bersama sejumlah menteri mengunjungi embung ikn menikmati udara pagi bersih indeks kualitas udara ikn berada angka 6 50 menunjukkan kualitas udara sangat baik juga mengunjungi area sumbu kebangsaan simbol persatuan,"['pagi', 'saya', 'bersama', 'sejumlah', 'menteri', 'mengunjungi', 'embung', 'ikn', 'menikmati', 'udara', 'pagi', 'bersih', 'indeks', 'kualitas', 'udara', 'ikn', 'berada', 'angka', '6', '50', 'menunjukkan', 'kualitas', 'udara', 'sangat', 'baik', 'juga', 'mengunjungi', 'area', 'sumbu', 'kebangsaan', 'simbol', 'persatuan']",pagi saya sama jumlah menteri unjung embung ikn nikmat udara pagi bersih indeks kualitas udara ikn ada angka 6 50 tunjuk kualitas udara sangat baik juga unjung area sumbu bangsa simbol satu
Salah satu moda transportasi baru yang ramah lingkungan di IKN adalah Autonomous Rail Transit (ART) atau Trem Otonom Nusantara. Trem ini merupakan bagian dari komitmen pemerintah untuk menerapkan transportasi berbasis energi hijau di IKN. Trem sudah bisa beroperasi dan siap https://t.co/DRUepgHPVO,Salah satu moda transportasi baru yang ramah lingkungan di IKN adalah Autonomous Rail Transit ART atau Trem Otonom Nusantara Trem ini merupakan bagian dari komitmen pemerintah untuk menerapkan transportasi berbasis energi hijau di IKN Trem sudah bisa beroperasi dan siap,salah satu moda transportasi baru yang ramah lingkungan di ikn adalah autonomous rail transit art atau trem otonom nusantara trem ini merupakan bagian dari komitmen pemerintah untuk menerapkan transportasi berbasis energi hijau di ikn trem sudah bisa beroperasi dan siap,salah satu moda transportasi baru yang ramah lingkungan di ikn adalah autonomous rail transit art atau trem otonom nusantara trem ini merupakan bagian dari komitmen pemerintah untuk menerapkan transportasi berbasis energi hijau di ikn trem sudah bisa beroperasi dan siap,salah satu moda transportasi baru ramah lingkungan ikn autonomous rail transit art trem otonom nusantara trem merupakan bagian komitmen pemerintah menerapkan transportasi berbasis energi hijau ikn trem bisa beroperasi siap,"['salah', 'satu', 'moda', 'transportasi', 'baru', 'ramah', 'lingkungan', 'ikn', 'autonomous', 'rail', 'transit', 'art', 'trem', 'otonom', 'nusantara', 'trem', 'merupakan', 'bagian', 'komitmen', 'pemerintah', 'menerapkan', 'transportasi', 'berbasis', 'energi', 'hijau', 'ikn', 'trem', 'bisa', 'beroperasi', 'siap']",salah satu moda transportasi baru ramah lingkung ikn autonomous rail transit art trem otonom nusantara trem rupa bagi komitmen perintah terap transportasi bas energi hijau ikn trem bisa operasi siap
